4921
1;0,0
0;121,52
1;32,106
0;32,106
0;31,107
0;32,107
0;33,107
0;30,108
0;31,108
0;33,108
0;34,108
0;29,109
0;35,109
0;28,110
0;29,110
0;35,110
0;36,110
0;27,111
1;32,112
0;30,111
0;34,111
0;37,111
0;24,112
0;27,112
0;28,112
1;32,113
1;35,113
1;37,113
0;36,112
0;37,112
0;21,113
0;24,113
0;26,113
0;27,113
1;33,114
1;39,114
1;42,114
0;42,113
1;13,115
1;14,115
0;18,114
0;21,114
0;23,114
0;25,114
0;26,114
0;28,114
1;34,115
1;35,115
1;40,115
0;41,114
1;48,115
0;47,114
1;51,115
0;50,114
0;53,114
1;8,116
1;9,116
1;16,116
1;17,116
1;22,116
1;25,116
0;26,115
0;29,115
1;37,116
0;35,115
0;41,115
1;50,116
0;50,115
1;56,116
0;56,115
0;0,116
0;1,116
1;11,117
1;12,117
0;14,116
1;18,117
1;21,117
0;20,116
1;28,117
0;27,116
1;35,117
0;33,116
1;39,117
1;44,117
0;42,116
1;51,117
0;50,116
0;51,116
1;55,117
0;55,116
0;59,116
0;64,116
1;0,118
1;1,118
0;-1,117
1;13,118
1;14,118
0;15,117
1;19,118
1;22,118
0;23,117
1;27,118
1;38,118
0;36,117
1;43,118
0;42,117
1;48,118
0;51,117
0;52,117
1;60,118
0;61,117
0;62,117
0;64,117
0;67,117
0;-8,118
0;-7,118
0;-6,118
1;4,119
1;5,119
0;5,118
1;9,119
1;13,119
1;15,119
0;15,118
1;19,119
1;24,119
1;32,119
1;33,119
0;33,118
0;34,118
0;39,118
1;43,119
0;43,118
0;44,118
1;52,119
0;50,118
0;53,118
1;57,119
1;61,119
1;68,119
0;71,118
0;-11,119
0;-10,119
0;-6,119
0;-5,119
0;-2,119
1;3,120
1;5,120
0;3,119
0;16,119
1;24,120
1;25,120
0;23,119
1;30,120
1;39,120
0;37,119
1;47,120
0;45,119
0;50,119
1;59,120
1;60,120
0;61,119
1;65,120
1;66,120
0;68,119
0;74,119
0;76,119
0;-13,120
1;-5,121
1;-2,121
0;-4,120
0;-3,120
1;3,121
1;6,121
1;12,121
0;10,120
1;20,121
1;23,121
1;26,121
0;27,120
1;31,121
0;30,120
0;33,120
1;38,121
0;36,120
0;39,120
1;43,121
0;42,120
1;51,121
0;51,120
1;57,121
0;59,120
1;63,121
0;65,120
1;69,121
1;72,121
0;70,120
0;71,120
0;74,120
0;79,120
0;-15,121
1;-9,122
0;-11,121
1;-1,122
0;-1,121
1;6,122
1;8,122
1;9,122
1;11,122
1;15,122
1;22,122
1;23,122
0;21,121
0;28,121
0;36,121
1;46,122
1;47,122
0;47,121
0;48,121
0;54,121
1;58,122
1;63,122
0;66,121
0;68,121
1;72,122
0;71,121
0;79,121
0;81,121
0;-16,122
0;-12,122
1;-8,123
0;-4,122
0;-3,122
0;-2,122
0;1,122
1;10,123
0;8,122
1;12,123
0;11,122
1;17,123
0;19,122
0;20,122
1;26,123
0;24,122
1;30,123
1;31,123
0;29,122
0;35,122
1;45,123
0;44,122
0;45,122
1;53,123
1;56,123
1;63,123
1;67,123
0;67,122
0;69,122
0;70,122
0;72,122
0;79,122
0;80,122
0;82,122
0;-20,123
1;-15,124
1;-11,124
1;-6,124
1;-5,124
0;-6,123
1;2,124
1;5,124
1;10,124
0;15,123
1;21,124
1;22,124
